Year,Duration,Genre,Rating,Votes,Director
2019,130.0,Comedy,5.9,41,Jasbir Bijender Bhati
1979,139.0,Action,4.5,16,Ambrish Sangal
1994,155.0,"Action, Crime, Drama",5.8,735,Sanjay Gupta
2006,107.0,"Crime, Drama, Horror",4.2,79,Deepak Ramsay
2013,100.0,"Drama, Horror, Thriller",3.8,623,Suparn Varma
1978,108.0,Thriller,5.5,22,Unknown
2004,109.0,Horror,4.7,18,Keerthi Chawla
2021,116.0,Musical,5.300000000000001,11,Durba Sahay
1998,153.0,"Comedy, Romance",6.4,170,E.V.V. Satyanarayana
1974,107.0,"Drama, Romance",7.0,213,Basu Bhattacharya
1956,146.0,Romance,5.1,7,Zia Sarhadi
1990,137.0,"Drama, Romance",3.7,7,Sibte Hassan Rizvi
1994,108.0,Thriller,5.5,22,Silk Smitha
1964,128.0,"Action, Adventure, Fantasy",6.1,14,Mohammed Hussain
1999,111.0,Action,5.4,31,Deepak Balraj Vij
1999,121.0,Drama,6.5,24,Papu Bahruz
2021,121.0,Drama,6.5,24,Mihir Kumar Sharma
1966,170.0,"Musical, Romance",6.6,109,Raghunath Jhalani
1980,121.0,Drama,6.5,24,Krishna Naidu
2011,125.0,"Action, Musical, Thriller",4.4,346,Prashant Chadha
1995,147.0,"Action, Drama, Romance",5.0,35,Sachin Pilgaonkar
1984,128.0,Comedy,6.6,85,Pankaj Parashar
1990,133.0,Action,5.1,16,Hemagini
2010,121.0,Drama,6.5,24,Anil Mehta
1957,133.0,Drama,7.6,80,Amar Kumar
2012,78.0,Comedy,4.0,6,Deepak Tanwar
1995,125.0,"Action, Drama",4.8,32,Harish Shah
2002,151.5,"Action, Romance, Thriller",3.3,198,Raj Kanwar
1977,125.0,"Mystery, Thriller",4.8,24,Saawan Kumar Tak
2002,108.0,Thriller,5.5,22,Unknown
1989,133.0,Action,5.1,8,Bhagwan Thakur
1983,133.0,Action,5.1,16,Unknown
2004,129.0,"Action, Crime, Drama",7.8,8379,Shimit Amin
2015,106.0,"Action, Crime, Thriller",5.8,1344,Ejaz Gulab
1994,127.0,"Drama, Romance",4.0,6,Rakesh Nahata
1995,133.0,Action,5.1,16,Yash Chouhan
2004,193.0,"Action, Drama, War",4.6,1494,Anil Sharma
2005,109.0,Horror,4.7,18,Mohan Bhakri
2021,130.0,Romance,5.7,21,Masum Ali Khan
2004,137.0,"Romance, Thriller",3.2,74,Rajesh Kumar Singh
1989,121.0,Drama,6.5,24,Vasant Kumar Goni
2013,160.0,"Drama, Music",6.3,6458,Remo D'Souza
1968,121.0,Drama,6.5,24,Unknown
1980,136.0,"Action, Drama, Romance",6.4,189,Sanjay Khan
1933,121.0,Drama,2.8,10,Krishna Gopal
1955,140.0,"Action, Adventure, Fantasy",4.8,21,Ramanlal Desai
1995,127.0,Fantasy,7.0,64,Annu Kapoor
1992,130.0,Romance,5.7,21,Rajaram
1970,76.0,Documentary,7.65,34,Clement Baptista
1977,135.0,"Action, Drama, Thriller",5.4,10,Roshan Taneja
1989,124.0,Comedy,5.9,41,Amjad Khan
2005,108.0,Thriller,5.5,22,Unknown
2019,121.0,Drama,6.5,24,Anubhav Sinha
1968,141.0,"Drama, Romance",6.8,24,Amit Bose
1957,135.0,"Drama, Family, Romance",7.1,10,Mahesh Kaul
1973,122.0,"Drama, Musical",7.9,2665,Hrishikesh Mukherjee
1991,140.0,"Crime, Drama, Musical",7.0,326,Priyadarshan
1989,168.0,"Action, Comedy, Drama",4.6,28,Tony Juneja
2019,137.0,Biography,6.3,11,Kannan Iyer
1970,154.0,"Drama, Romance",6.7,70,Subodh Mukherji
1986,121.0,Drama,7.1,8,Biresh Chatterjee
2011,121.0,Drama,7.0,6,Pankaj Prakash
1996,121.0,Drama,6.5,24,Unknown
1984,132.0,Drama,5.8,109,Hiren Nag
2019,57.0,Drama,6.5,24,Zameer Kamble
1990,136.0,"Action, Crime, Mystery",6.0,12,C.K. Kader
1965,108.0,Thriller,5.5,22,Amarnath
2010,105.0,"Crime, Drama, Thriller",4.0,284,Mahesh Nair
1973,96.0,"Crime, Drama",6.8,213,Gulzar
1998,160.0,"Action, Mystery, Thriller",4.0,245,Naresh Malhotra
1988,108.0,Thriller,5.5,22,Rakesh Kashyap
1988,121.0,Drama,6.5,24,Kavi Raz
1950,124.0,Comedy,5.9,41,S.H. Tharani
1983,121.0,Drama,6.7,25,Hrishikesh Mukherjee
1940,140.0,Drama,6.5,24,Gohar
1936,142.0,"Drama, Musical, Romance",6.5,114,Franz Osten
2009,108.0,"Action, Crime, Mystery",5.0,677,Suparn Varma
2019,158.0,"Action, Adventure, Thriller",4.5,858,Sundar C.
1971,76.0,Documentary,7.65,34,Santi P. Choudhury
2014,144.0,"Action, Crime, Thriller",3.3,3461,Prabhu Deva
2004,133.0,Action,5.1,16,Thriller Manju
2010,129.0,"Comedy, Romance, Sci-Fi",4.2,5814,Vipul Amrutlal Shah
1950,124.0,Comedy,5.9,41,Ranjibhai Arya
1939,121.0,Drama,6.5,24,G.R. Sethi
2010,120.0,"Action, Crime, Drama",3.6,49,Tanvir Ahmad
1951,130.0,Romance,5.7,21,Devendra Goel
2019,122.0,Drama,6.5,24,Samir Karnik
1958,139.0,"Drama, Musical, Romance",6.9,36,Kalidas
1976,138.0,"Action, Drama, Family",6.4,284,Narendra Bedi
1943,110.0,Crime,5.3,19,Ramchandra Thakur
1989,121.0,Drama,5.5,6,Sanjay
1955,133.0,Action,5.1,16,Aakkoo
1992,142.0,"Action, Crime, Drama",5.1,66,Aziz Sejawal
2006,133.0,Action,5.3,11,Adeep Singh
1965,137.0,"Action, Drama, Mystery",6.6,28,Nanabhai Bhatt
1954,126.0,"Comedy, Drama, Romance",6.7,13,Mohan Segal
1986,135.0,"Drama, Family, Romance",6.2,38,Chitrayug
1971,121.0,Drama,4.9,21,S.M. Sagar
2020,45.0,"Action, Comedy",5.0,382,Prashast Singh
2001,151.0,"Action, Drama",5.4,533,Ravi Raja
2004,108.0,Thriller,5.5,22,Smitha
1995,121.0,Drama,6.5,24,Ashish Balram Nagpal
1982,133.0,Action,5.1,16,Amjad Khan
1990,108.0,Thriller,5.5,22,Unknown
2007,88.0,Drama,4.7,11,Vimal Reddy
1992,121.0,Drama,6.5,24,Sarbjeet Dhaliwal
1995,130.0,Romance,5.7,21,Shabbir Kumar
2004,108.0,Thriller,5.5,22,Suresh Jain
2000,121.0,Drama,6.5,24,Naresh Gupta
2010,150.0,"Action, Comedy, Thriller",6.8,2393,V.V. Vinayak
1977,133.0,Action,5.1,16,N. Basavaraj
1983,130.0,"Biography, Drama",7.3,240,G.V. Iyer
1998,133.0,Action,5.1,16,Unknown
2015,121.0,Drama,6.5,24,Satyabrata Dwibedy
1955,150.0,Drama,5.0,8,G.P. Sippy
2022,150.0,"Action, Drama, History",7.2,2416,Om Raut
1990,145.0,"Action, Comedy, Fantasy",6.9,335,S.P. Muthuraman
1997,108.0,"Adventure, Drama, Mystery",6.6,39,Yvonne Lal
1955,76.0,Documentary,7.65,34,Ritwik Ghatak
1978,106.0,Drama,6.5,24,Tatineni Prasad
2010,123.0,"Comedy, Drama",3.3,51,K.D. Satyam
2020,126.0,"Documentary, Biography",7.7,20,Ojaswwee Sharma
2017,106.0,"Drama, Family, Horror",3.3,102,Sandeep Chatterjee
1983,122.0,Drama,5.5,76,S.P. Muthuraman
2019,120.0,Adventure,6.6,12,Manoj Palrecha
1978,151.0,Adventure,4.7,7,Homi Wadia
1980,153.0,"Action, Adventure, Family",6.2,506,Latif Faiziyev
1965,120.0,Adventure,5.75,10,B.J. Patel
1985,135.0,"Action, Adventure, Comedy",4.6,140,Babbar Subhash
2011,82.0,"Documentary, Biography, Musical",7.9,13,Makarand Brahme
2016,158.0,"Drama, Music, Musical",5.8,21661,Karan Johar
2021,130.0,Romance,5.7,21,Vishal Mishra
2008,124.0,Comedy,5.9,41,B.H. Tharun Kumar
2004,152.0,"Action, Drama, Musical",4.6,1013,Vikram Bhatt
2019,121.0,Drama,6.5,24,Radhika Rao
1997,153.0,"Action, Comedy, Crime",4.5,1261,Guddu Dhanoa
1961,133.0,Action,5.1,16,Basu Bhattacharya
2021,124.0,Comedy,5.9,41,Hadi Abrar
1954,133.0,Action,5.1,16,K. Kant
1986,134.0,"Adventure, Thriller",6.6,18,Deepak Balraj Vij
1966,134.0,"Drama, Romance",6.5,12,Brij
1951,168.0,"Drama, Family",7.8,57,B.R. Chopra
2001,195.0,"Drama, Romance",3.6,1025,J. Om Prakash
1991,145.0,"Drama, Romance",5.9,783,M.R. Shahjahan
1950,121.0,"Comedy, Romance",7.1,19,Chetan Anand
2017,109.0,Horror,4.7,18,Kritn Ajitesh
2019,130.0,Romance,5.7,21,Chetan Singh
2014,92.0,"Crime, Mystery",6.3,43,Ajay Govind
1979,121.0,Drama,6.5,24,Selvaraj
2019,88.0,Drama,6.5,24,Sumit Mishra
1992,102.0,Family,6.0,14,Mazahir Rahim
1983,161.0,"Drama, Family",6.4,152,Lekh Tandon
1977,121.0,Drama,6.4,27,Esmayeel Shroff
1972,153.0,"Adventure, Comedy, Drama",6.6,30,A.P. Subbaraav
1980,133.0,Action,5.1,16,Bharat Kapoor
1983,108.0,Thriller,5.5,22,Geethapriya
1988,133.0,Action,5.1,16,Satish Khurana
1977,139.0,"Action, Crime, Drama",5.7,84,Deepak Bahry
2012,157.0,"Action, Adventure, Thriller",5.2,7210,Sriram Raghavan
1999,108.0,Thriller,5.5,22,Kavi Rajesh
2007,126.0,"Romance, Thriller",4.0,281,Ananth Narayan Mahadevan
1985,138.0,"Drama, Crime",7.1,120,Govind Nihalani
1989,121.0,Drama,6.5,24,Sagar Sarhadi
1988,153.0,"Action, Drama, Romance",5.1,29,J. Om Prakash
1997,142.0,Action,3.1,14,Raju Chouhan
1990,161.0,"Action, Crime, Drama",5.6,26,Abbas Alibhai Burmawalla
1990,174.0,"Action, Crime, Drama",7.7,8500,Mukul Anand
2012,174.0,"Action, Crime, Drama",6.9,22895,Karan Malhotra
1997,137.0,Action,7.8,33,Anand P. Raju
2001,133.0,Action,5.1,16,Vijayakanth
2004,154.0,"Action, Drama, Romance",4.5,108,Sanjeev Puri
1981,130.0,"Crime, Drama",6.0,22,Kamal Majumdar
1996,107.0,Action,5.1,16,Rukun
2003,108.0,Thriller,5.5,22,Chandni Gupta
1973,121.0,Drama,7.3,9,Mahesh Kaul
1996,142.0,"Drama, Musical, Romance",6.1,684,Partho Ghosh
1997,123.0,Action,3.6,53,Ketan Anand
1985,121.0,Drama,6.5,24,Ravi Baswani
2000,140.0,Action,4.6,24,Vijay Reddy
2002,126.0,"Drama, Fantasy, Romance",4.6,361,Arjun Sajnani
2019,121.0,Drama,6.5,24,Kanu Behl
1957,154.0,"Comedy, Romance, Thriller",4.8,5,Ravindra Dave
1980,124.0,"Musical, Comedy, Drama",6.2,19,Anil Ganguly
2009,130.0,"Drama, Horror, Mystery",2.9,620,Ram Gopal Varma
2019,81.0,"Comedy, Drama",7.2,213,Nikhil Pherwani
2021,106.0,Action,5.1,16,Megastar Maharishi Aazaad
1995,145.0,Drama,5.9,53,Ashim S. Samanta
1979,103.0,"Action, Drama",4.1,10,Chand
1981,141.0,"Musical, Romance",7.0,45,Esmayeel Shroff
2006,122.0,"Drama, Romance",7.0,1491,Shivam Nair
1979,144.0,"Drama, Romance",5.7,38,Surindara Suri
1999,121.0,Drama,6.5,24,Unknown
1960,121.0,Drama,6.5,24,Poonam Kapoor
1946,133.0,Action,5.1,16,A. Rashid
2016,130.0,"Drama, History",8.0,53897,Raja Menon
2019,130.0,Romance,5.7,21,Adhyayan Suman
1971,130.0,Romance,5.7,21,Kamran
2006,142.0,"Action, Crime, Drama",3.9,21,Ajay Kanchan
1986,137.0,"Drama, Romance",6.3,36,Vijay Sadanah
2015,120.0,Drama,6.6,52,Biswajeet Bora
2003,108.0,Thriller,3.7,7,B.B. Singh
2010,126.0,"Comedy, Drama, Romance",5.0,3953,Rajshree Ojha
1996,132.0,"Comedy, Romance",6.6,68,Sachin Pilgaonkar
2009,125.0,"Action, Comedy, Drama",4.1,7,Abdul Qayyoom Khan
1985,133.0,"Romance, Thriller",6.9,149,Mukul Anand
2004,160.0,"Drama, Romance, Thriller",6.6,9721,Abbas Alibhai Burmawalla
2018,157.0,"Action, Drama, Thriller",5.3,4167,Neeraj Pandey
2012,152.0,"Comedy, Romance",4.4,1765,Sachin Kundalkar
2012,116.0,"Comedy, Romance",4.2,520,Sanjay Gadhvi
2009,150.0,"Action, Comedy, Romance",6.4,13194,Rajkumar Santoshi
2017,115.0,Drama,5.8,52,Rishi Prakash Mishra
1974,139.0,"Drama, Romance",6.5,174,Shakti Samanta
1996,146.0,"Action, Drama, Romance",3.7,187,Suneel Darshan
2021,120.0,"Adventure, Comedy, Drama",6.15,645,Jithin Lal
2016,70.0,Drama,6.5,24,Natasha Mendonca
2021,142.0,"Drama, Romance",6.7,4133,Neeraj Ghaywan
1992,121.0,Drama,4.7,11,J. Om Prakash
1989,114.5,"Crime, Mystery, Thriller",5.5,12,Jyoti Sarup
1958,157.5,"Comedy, Drama, Musical",6.1,11,Mohammed Hussain
2017,104.0,Drama,6.9,973,Devashish Makhija
2001,165.0,"Action, Crime, Drama",6.4,8164,Abbas Alibhai Burmawalla
1966,108.0,Thriller,5.5,22,Chandrashekhar
1998,109.0,Horror,2.7,9,Prasun Banerjee
1989,109.0,Horror,4.7,18,Govind Bhatia
1991,178.0,"Action, Adventure, Comedy",5.3,1214,Shashi Kapoor
1991,133.0,"Action, Adventure, Fantasy",4.8,29,Shyam Ramsay
2004,125.0,"Action, Thriller",5.0,39,Raam Shetty
2020,108.0,"Action, Comedy, Crime",6.9,12429,Vikramaditya Motwane
1990,133.0,Action,5.1,16,Mohammed Hanif
2013,149.0,"Drama, Romance",6.3,1857,Luv Ranjan
2005,149.0,"Comedy, Drama, Family",6.3,314,Dinesh Chaudhary
2018,151.0,Family,6.0,14,Dinesh Chaudhary
1984,154.0,"Comedy, Romance, Thriller",5.7,40,N.S. Raj Bharath
1966,124.0,Comedy,7.4,5,Sev Anand
1988,130.0,Romance,4.8,26,Tanvir Ahmed
1958,137.0,Fantasy,6.65,13,Mohan Sinha
1965,136.0,Drama,6.6,32,Phani Majumdar
2013,120.0,Drama,6.5,24,Rohaan Satghare
1991,180.0,"Action, Drama, Thriller",5.0,421,Ramesh Sippy
1979,139.0,"Drama, History, Musical",7.7,38,N.T. Rama Rao
2019,121.0,Drama,6.5,24,Arun Pawar
1975,121.0,Drama,6.5,24,Khalid Sami
2014,58.0,Thriller,5.5,10,Abrar
1995,160.0,Drama,7.0,4780,Mansoor Khan
1999,165.0,Romance,5.6,11,Vinod Pande
1999,121.0,Drama,6.5,24,I.V. Sasi
1963,131.0,"Comedy, Romance",6.3,21,Nandlal Jaswantlal
1994,133.0,Action,5.1,16,Kodanda Rami Reddy A.
1981,121.0,Drama,6.5,24,Rakesh Nahata
2002,146.0,"Comedy, Romance",5.1,881,Harmesh Malhotra
1989,132.0,"Action, Drama",5.3,13,Sudesh Issar
2019,133.0,Action,5.1,16,Dweep Raj Kochhar
2019,124.0,Comedy,5.9,41,Vipin Sharma
2001,184.0,"Action, Crime, Horror",5.8,1627,Rakeysh Omprakash Mehra
2006,135.0,"Drama, Romance, Thriller",4.8,1152,Ananth Narayan Mahadevan
2017,127.0,"Crime, Drama, Mystery",3.6,417,Ananth Narayan Mahadevan
1958,133.0,"Action, Adventure, Fantasy",4.8,19,Mahipal
2019,146.0,"Action, Drama",5.5,66,Rohit Dhawan
1977,160.0,"Drama, Musical",6.7,327,Hrishikesh Mukherjee
1952,144.0,"Adventure, Fantasy",5.9,15,Homi Wadia
1933,144.0,"Adventure, Fantasy",5.9,11,Jal Ariah
2009,132.0,"Action, Adventure, Comedy",4.6,2839,Sujoy Ghosh
1985,174.0,"Family, Musical, Romance",6.4,86,Shakti Samanta
2006,123.0,"Action, Drama, Fantasy",3.8,1172,Ashu Trikha
2019,136.0,Comedy,6.9,7,Uttar Kumar
1989,121.0,Drama,6.5,24,Unknown
1950,137.0,Fantasy,6.65,13,Gunjal
1975,137.0,Fantasy,7.4,22,Babubhai Mistry
1973,124.0,Drama,6.8,8,Nanubhoy Vakil
1956,121.0,Drama,6.5,24,Nanubhai Vakil
1979,144.0,"Adventure, Drama, Fantasy",6.6,161,I.V. Sasi
2001,145.0,"Comedy, Drama, Romance",3.7,737,Deepak Sareen
1951,158.0,"Comedy, Drama, Musical",7.0,82,Master Bhagwan
1971,121.0,Drama,6.0,6,A. Shamsheer
1989,151.5,"Action, Romance",4.7,66,Ravi Tandon
1986,130.0,Romance,5.7,21,Ravi Tandon
1967,124.0,Comedy,5.9,41,B.J. Patel
1955,131.0,"Comedy, Romance",5.8,345,Devendra Goel
1974,130.0,Romance,5.7,21,Karunesh Thakur
2019,97.0,Drama,6.5,24,Sunil Mathur
1980,110.0,"Comedy, Drama, Romance",7.5,428,Saeed Akhtar Mirza
2019,100.0,Drama,5.5,349,Soumitra Ranade
2019,137.0,"Action, Thriller",5.4,54,Soujan Josseph
2019,109.0,Drama,5.9,37,Irene Zoe Alameda
1976,133.0,"Action, Adventure, Fantasy",4.8,19,Mohammed Hussain
1966,154.0,"Adventure, Fantasy, Romance",6.4,14,Homi Wadia
2019,121.0,Drama,6.5,24,Bijoy Banerjee
1954,145.0,"Action, Adventure, Drama",6.2,46,Homi Wadia
2004,142.0,"Action, Adventure, Drama",4.4,30,Sunil Agnihotri
2018,90.0,Animation,6.3,13,Soumitra Ranade
1977,163.0,"Action, Adventure",6.7,27,Kedar Kapoor
2019,121.0,Drama,6.5,24,Sanjay Gupta
2015,90.0,Animation,6.3,13,Rajiv Chilaka
2010,121.0,Drama,6.5,24,Kamal K.M.
2017,120.0,Drama,6.5,137,Zaigham Imam
1933,137.0,Fantasy,7.2,37,Balwant Bhatt
1953,135.0,Fantasy,6.3,11,K. Amarnath
2015,114.0,"Biography, Drama",7.8,6402,Hansal Mehta
1974,130.0,Romance,5.7,21,C.L. Dheer
2014,70.0,"Drama, Family, Romance",6.2,33,Rajesh Hans
2020,121.0,Drama,6.5,24,Preeti Singh
2015,100.0,"Comedy, Crime",6.1,623,Kiertan Chauhan
2019,108.0,Thriller,5.5,22,Apoorva Marur
2016,126.0,"Comedy, Drama",6.2,234,Amit Khanna
2021,108.0,Thriller,5.5,22,Sanjay Raj
2015,126.0,"Comedy, Drama, Romance",3.8,1513,Umesh Shukla
2020,97.0,Thriller,7.9,384,Akhil Gautam
1984,128.0,"Action, Drama",4.8,31,Mohan Kumar
2009,144.0,"Action, Comedy, Drama",6.2,5786,Rohit Shetty
2019,127.0,"Comedy, Crime, Drama",5.800000000000001,364,James With
2011,130.0,Romance,5.7,21,Atul Garg
1936,144.0,"Adventure, Fantasy",5.9,11,Nurjahan
1955,133.0,Action,5.1,16,Chitra
1957,137.0,Fantasy,6.65,13,T.R. Raghunath
2010,123.0,"Action, Crime, Drama",6.1,303,Faruk Kabir
1997,149.0,Comedy,4.3,7,Ravindra Arora
1986,160.0,"Action, Drama",5.4,132,Ketan Desai
2002,137.0,Fantasy,6.65,13,Ravi Chakkravarthy
2015,133.0,Horror,3.7,1622,Bhushan Patel
2009,139.0,"Comedy, Drama, Romance",5.8,907,Robbie Grewal
2021,124.0,"Comedy, Drama",6.2,234,Shankar Sri Kumar
2011,126.0,"Comedy, Crime, Drama",4.0,1295,Roshan Abbas
1977,134.0,"Drama, Family",6.1,24,Shatrujit Paul
1994,140.0,"Action, Drama",4.7,552,Raj N. Sippy
1967,152.0,"Adventure, Drama, Romance",6.5,41,Mohan Kumar
2016,137.0,Action,6.6,23,Kader Kashmiri
1955,134.0,"Drama, Family",7.1,15,Aravind Sen
2021,121.0,Drama,6.5,24,Avinash Dhyani
1975,153.0,"Drama, Family",7.0,232,Shakti Samanta
1954,149.0,"Drama, Musical, Romance",6.8,162,Mehboob Khan
1958,148.0,"Musical, Romance",6.6,38,T. Prakash Rao
1979,137.0,"Drama, Romance",6.9,66,R. Krishnamurthy
2005,124.0,Comedy,5.6,17,Rajnish Thakur
1936,166.0,Drama,6.1,17,Shantaram Rajaram Vankudre
1984,130.0,Romance,5.7,21,Mahipal
1967,121.0,Drama,6.5,24,Jeevan
1949,130.0,Romance,5.7,21,Brij Sharma
2020,98.0,History,6.6,10,Arvind Singh Sirohi
1948,121.0,Drama,8.0,39,N.M. Kelkar
1972,143.0,"Drama, Musical, Romance",8.2,1592,Shakti Samanta
2020,143.0,Drama,4.4,25,Tanveer Hashmi
1958,137.0,Fantasy,6.65,13,Hiralal
1961,121.0,Drama,6.5,14,Prabhu
1946,140.0,"Drama, Musical",6.7,110,Homi Wadia
1974,131.0,Action,5.1,16,Omi Bedi
1958,133.0,Action,5.1,16,Shahu Modak
1978,133.0,"Action, Adventure, Comedy",4.9,16,Harmesh Malhotra
1977,121.0,Drama,6.5,24,Saroja Devi B.
1982,121.0,Drama,6.5,24,Unknown
1977,184.0,"Action, Comedy, Drama",7.5,7336,Manmohan Desai
2019,109.0,Horror,4.7,18,Sidharth Srinivasan
2019,134.0,"Horror, Thriller",2.8,308,Bhushan Patel
1979,108.0,Thriller,5.5,22,Unknown
1990,109.0,Horror,3.1,18,Mohan Bhakri
1990,153.0,Family,4.2,41,Mohan Kumar
2016,137.0,Biography,6.3,11,Charu Sharma
1980,132.5,"Comedy, Drama, Family",5.3,6,Sukhdev Ahluwalia
1952,141.0,"Action, Adventure, Drama",6.9,65,Jayant Desai
1985,130.0,Romance,5.8,11,Prasenjit Chatterjee
2013,95.0,Mystery,4.4,16,Apurv Bajpai
1985,121.0,Drama,5.4,19,Amjad Khan
2001,100.0,"Comedy, Drama, Romance",6.6,1585,Piyush Dinker Pandya
1974,140.0,"Action, Thriller",6.6,90,Mohan Kumar
2016,124.0,Comedy,5.5,12,Dewashish Ghosh
1990,155.0,Family,4.9,47,Harmesh Malhotra
2014,110.0,"Comedy, Romance",5.4,347,Ajay Bhuyan
2002,138.0,"Drama, Crime",6.2,6,Yashpal Sharma
1986,135.0,Drama,6.2,11,Jiten
2001,110.0,"Drama, Fantasy, Thriller",5.6,7,C.H. Balaji Singh Babu
2021,117.0,"Comedy, Drama",8.1,871,Narayan Chauhan
2001,121.0,Drama,5.6,45,Muppalaneni Siva
1980,121.0,Drama,6.5,24,Ramu Kariat
1952,121.0,Drama,6.5,24,Raaj Kumar
2013,138.0,"Action, Comedy, Crime",5.3,356,Shitiz Srivastava
1966,119.0,"Musical, Fantasy",6.6,194,Lekh Tandon
2021,121.0,Drama,6.5,24,Kalpesh Garg
1986,137.0,"Drama, Family",7.0,169,Mohan Kumar
1999,108.0,Thriller,5.5,22,Kakoli Biswas
1999,130.0,Romance,5.7,21,Usman Baig
1987,121.0,Drama,6.5,24,Krishnan Kartha
2005,102.0,Drama,7.3,856,Shonali Bose
1978,121.0,Drama,6.5,24,Akkineni Kutumba Rao
2020,113.0,Mystery,5.85,15,Kritn Ajitesh
2012,108.0,Thriller,5.5,22,Aadish Keluskar
2018,72.0,Documentary,8.4,11,Hemant Gaba
1967,168.0,"Musical, Romance, Thriller",6.9,328,Shakti Samanta
2018,176.0,Documentary,7.65,34,Brahmanand S. Singh
1968,57.0,Documentary,7.1,25,S. Sukhdev
2016,96.0,"Documentary, Thriller",8.7,1928,Khushboo Ranka
2015,125.0,Documentary,7.65,34,Lalit Vachani
2019,135.0,Horror,4.7,18,Himanshu Binekar
2015,130.0,Romance,5.7,21,Yogesh
1992,140.0,"Action, Drama, Mystery",6.1,29,Ramesh Modi
2019,121.0,Drama,6.5,24,Ganesh Shetty
2021,109.0,Horror,4.7,18,Vineet Rane
1986,121.0,Drama,6.5,24,Madhuri Mishra
2017,113.0,Drama,5.9,1636,Avinash Das
1949,121.0,Drama,6.5,24,Khwaja Mohammad Abbas
1986,133.0,Action,5.1,16,Naqi Ahmed
1973,125.0,"Mystery, Romance, Musical",7.1,278,Raghunath Jhalani
2008,135.0,"Drama, Romance, Thriller",3.4,251,Ananth Narayan Mahadevan
1971,122.0,"Drama, Musical",8.3,31937,Hrishikesh Mukherjee
1941,121.0,Drama,6.5,24,Samarth Kumar
1977,121.0,Drama,6.5,24,Basu Bhattacharya
1952,176.0,"Biography, Drama, History",7.6,85,Hemen Gupta
1977,127.0,"Drama, Family",7.1,140,Shakti Samanta
1985,121.0,Drama,7.0,19,Jayoo Patwardhan
1991,123.5,Musical,5.300000000000001,11,K.K. Shahi
1940,109.0,Horror,4.7,18,A.M. Khan
1961,121.0,Drama,6.5,24,Raja Yagnik
1959,166.0,"Comedy, Drama, Musical",7.9,740,Hrishikesh Mukherjee
1993,171.0,"Comedy, Drama, Romance",4.8,429,K. Muralimohana Rao
1975,144.0,"Drama, Romance",6.2,36,Asit Sen
1999,169.0,Comedy,5.0,636,Kuku Kohli
1953,175.0,"History, Musical, Romance",7.2,72,Nandlal Jaswantlal
1937,136.0,Drama,6.5,24,Hemchandra Chunder
2016,93.0,"Crime, Drama",5.4,54,Deepa Mehta
2002,121.0,Drama,6.5,24,H.B. Singh
1967,121.0,Drama,6.5,24,Feroz Chinoy
2003,145.0,"Drama, Musical, Romance",5.3,2359,Raj Kanwar
1984,137.0,"Action, Thriller",5.4,146,Raj N. Sippy
1949,148.0,"Musical, Drama, Crime",7.2,498,Mehboob Khan
1971,166.0,"Drama, Romance",6.7,275,Ramesh Sippy
1994,167.0,"Action, Comedy, Drama",4.4,402,David Dhawan
1994,160.0,"Action, Comedy, Romance",8.1,50810,Rajkumar Santoshi
1986,137.0,"Drama, Romance",6.2,81,Devi Dutt
2019,145.0,"Action, Comedy, Romance",5.1,1328,Kumud Pant
2018,103.0,Thriller,5.5,22,Vijay Shankar Sharma
1990,148.0,"Action, Drama",6.8,16,Shakti Samanta
1993,138.0,"Action, Crime",6.2,9,Divya Bharti
1985,144.0,"Action, Crime, Drama",6.8,53,Major Sundarrajan
1991,133.0,Action,5.1,16,Shiva Naraain
1983,155.0,"Action, Drama",6.1,666,Rama Rao Tatineni
1987,125.0,"Drama, Thriller",7.3,72,Dayal Nihalani
2018,139.0,"Crime, Drama, Music",8.2,77901,Sriram Raghavan
1990,146.0,"Action, Drama",6.0,8,Ashok Tyagi
1955,123.0,"Comedy, Drama",6.2,234,Shamim Bhagat
1975,110.0,"Crime, Drama, Thriller",5.1,30,Shyam Ramsay
1994,124.0,"Drama, Horror, Romance",4.0,6,Ajit Asthana
1991,109.0,Horror,4.7,18,Amala Akkineni
1986,129.0,"Comedy, Drama",6.8,56,Dada Kondke
2001,121.0,Drama,6.5,24,Anil Dhanda
1984,152.0,"Drama, Thriller",5.5,13,Buddhadev Dasgupta
1947,121.0,Drama,6.5,24,Keshavrao Date
1951,156.0,"Drama, History",6.8,39,Phani Majumdar
1975,121.0,Drama,6.5,24,Lekh Tandon
1995,165.0,"Action, Comedy, Drama",5.0,249,Aziz Sejawal
1991,108.0,Thriller,5.5,22,Abhilasha
2002,108.0,Thriller,5.5,22,Kishore Anand Bhanushali
1974,137.0,"Drama, Romance",6.2,81,Shiv Kumar
1992,176.0,"Action, Crime, Drama",6.4,297,Shashilal K. Nair
1980,118.0,"Drama, Mystery",5.550000000000001,50,Ashok Roy
1998,140.0,Action,5.1,16,Nazim Hassan
2002,133.0,Action,3.6,10,Ajay Kashyap
1996,127.0,"Action, Crime",4.3,30,Anil Ganguly
1998,141.0,"Action, Crime, Drama",5.3,793,Mahesh Bhatt
1977,137.0,"Drama, Romance",6.2,81,Alka
1975,143.0,"Action, Drama, Thriller",5.6,262,Govind Saraiya
1954,121.0,Drama,7.2,6,K.B. Lall
2011,114.0,"Action, Drama",6.3,84,Ganesh Acharya
